Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E1
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
31,46,796.875,100365.9,-39829.95,1,107980.3,-21.64553,1.27E-09,0.0155199,5,,
32,48,627.7902,104387.3,-44134.6,1,113333.9,-22.91848,-5.87E-10,0.015737,5,,
33,49,505.5147,108554.8,-48801.29,1,119019.8,-24.20651,-1.09E-10,0.0154552,5,,
34,50,397.9953,113031.1,-55473.28,1,125910,-26.14083,-1.50E-10,0.0155662,5,,
35,52,315.5048,118231.9,-63068.4,1,134001.5,-28.07679,-3.68E-10,0.0155621,5,,
36,53,252.4038,123739.4,-71957.81,1,143141.1,-30.17916,5.02E-10,0.0155595,5,,
37,54,198.6229,130728,-83400.62,1,155066,-32.53668,-1.13E-10,0.015567,5,,
38,56,158.3615,138242.9,-96428.6,1,168551.4,-34.89695,3.16E-10,0.015567,5,,
39,57,125.558,146981,-112244.3,1,184938.3,-37.36772,5.40E-11,0.0155663,5,,
40,59,100.4464,156903.4,-129707.3,1,203574.7,-39.57951,1.11E-10,0.0155579,5,,
41,60,79.00281,168740.1,-153616.7,1,228191.4,-42.31394,2.10E-10,0.0155568,5,,
42,62,63.3446,191361.7,-185791.2,1,266716.4,-44.15382,3.81E-10,0.0155561,5,,
43,63,49.86702,198753.7,-209015.4,1,288427.6,-46.44157,1.03E-10,0.0155527,5,,
44,65,39.72458,216485.9,-240749.1,1,323768.8,-48.03756,2.32E-10,0.0155648,5,,
45,66,31.6723,241119.7,-282698.6,1,371560.5,-49.53843,-2.05E-10,0.0155634,5,,
46,68,24.93351,264825.7,-335040.8,1,427065.5,-51.67616,-3.40E-11,0.0155563,5,,
47,69,19.86229,295056,-392876.8,1,491335.1,-53.09293,1.43E-10,0.0155541,5,,
48,70,15.83615,327917.1,-473321.8,1,575815.2,-55.2858,-4.83E-10,0.0155554,5,,
49,72,12.40079,374812.3,-531127.8,1,650062.3,-54.78971,-6.67E-10,0.0155656,5,,
50,73,9.93114,436906.3,-634270.6,1,770185.9,-55.43966,5.86E-10,0.015559,6,,
51,75,7.944915,493021.2,-732612.9,1,883058.1,-56.06092,7.46E-10,0.015561,6,,
52,77,6.317385,574864.8,-861546,1,1035727,-56.28688,-1.02E-11,0.0155793,5,,
53,79,5.008013,669028.4,-1001549,1,1204450,-56.25734,1.03E-10,0.0155636,4,,
54,82,3.945707,779067.4,-1175052,1,1409855,-56.45535,-7.17E-11,0.0155499,4,,
55,85,3.158693,902108.7,-1342682,1,1617590,-56.10401,5.70E-11,0.0155539,4,,
56,88,2.504006,1047772,-1550344,1,1871201,-55.94793,4.03E-11,0.0155627,4,,
57,91,1.998082,1207122,-1780733,1,2151315,-55.86748,1.08E-10,0.0155605,4,,
58,94,1.584686,1401922,-2046597,1,2480714,-55.5888,4.55E-11,0.0155094,4,,
59,97,1.266892,1611279,-2350884,1,2850066,-55.57355,8.03E-11,0.0155696,4,,
60,102,0.999041,1872455,-2714041,1,3297288,-55.39766,-2.22E-13,0.0155149,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E20
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1966.938,-2991.859,1,3580.512,-56.67788,-3.81E-06,0.0129445,8,,
1,3,794390.6,2228.342,-3371.734,1,4041.546,-56.53972,4.00E-06,0.0119279,8,,
2,5,630984.4,2472.835,-3866.715,1,4589.815,-57.40034,-9.79E-07,0.0124408,8,,
3,6,501234.4,2729.577,-4506.793,1,5268.945,-58.79845,-7.57E-07,0.0126844,8,,
4,8,398109.4,2991.672,-5296.409,1,6082.931,-60.5401,-2.90E-09,0.0122155,8,,
5,9,316265.6,3325.532,-6259.728,1,7088.255,-62.02016,-1.20E-07,0.0121968,8,,
6,11,251203.1,3724.514,-7528.386,1,8399.321,-63.67704,-2.40E-07,0.0122838,8,,
7,12,199546.9,4254.147,-9138.115,1,10079.83,-65.03619,-7.84E-08,0.0121514,8,,
8,14,158578.1,4928.011,-11047.04,1,12096.38,-65.95866,2.28E-07,0.0120157,8,,
9,16,125953.1,6161.41,-13408.08,1,14756,-65.31981,-1.17E-06,0.0148717,7,,
10,17,100078.1,7630.771,-16086.85,1,17804.92,-64.62275,-5.87E-08,0.0121834,7,,
11,19,79453.13,9561.7,-19271.29,1,21512.99,-63.6111,8.56E-08,0.0119834,7,,
12,20,63140.62,12225.11,-22709.27,1,25790.78,-61.70503,-5.11E-08,0.0122198,7,,
13,21,50203.12,15734.41,-26410.03,1,30741.85,-59.21462,-5.87E-08,0.0121732,7,,
14,23,39890.62,19980.25,-30191.75,1,36204.31,-56.50426,3.81E-09,0.0121496,7,,
15,24,31640.63,25491.72,-33684.31,1,42242.87,-52.88217,5.20E-09,0.0121475,7,,
16,26,25171.88,31628.88,-36593.84,1,48368.32,-49.1624,1.36E-08,0.012036,7,,
17,27,20015.62,38431.59,-39091.56,1,54819.14,-45.48776,-3.82E-08,0.0122737,7,,
18,29,15890.62,45573.19,-40613.43,1,61043.96,-41.70644,1.29E-08,0.0122166,7,,
19,30,12609.37,53514.63,-40927.19,1,67370.99,-37.40822,1.76E-08,0.011731,6,,
20,31,10078.13,60683.28,-40789.13,1,73117.8,-33.90759,-8.52E-10,0.0120317,6,,
21,33,8015.625,66836.04,-40716.91,1,78261.88,-31.35002,3.89E-09,0.012101,6,,
22,34,6328.125,73147.09,-40099.52,1,83417.43,-28.73172,1.79E-08,0.0118223,6,,
23,35,5015.625,78648.31,-39618.66,1,88063.59,-26.73643,5.57E-09,0.0121029,6,,
24,37,3984.375,84047.38,-39393.84,1,92821.53,-25.11295,-8.39E-10,0.0120371,6,,
25,38,3170.956,88919.2,-39551.36,1,97318.7,-23.97955,-6.47E-09,0.0120702,6,,
26,39,2527.573,93669.63,-40087.48,1,101887.2,-23.16931,-9.77E-10,0.0120421,6,,
27,41,1976.103,98433.5,-40979.09,1,106622.9,-22.60256,3.56E-09,0.0120972,6,,
28,42,1577.524,103056.3,-42842.43,1,111606.8,-22.57357,-6.23E-09,0.0120784,6,,
29,43,1265.625,108404.2,-43429.34,1,116780,-21.83224,1.71E-11,0.0120414,5,,
30,45,998.264,113267.3,-47053.12,1,122651.8,-22.55881,5.48E-10,0.0120919,5,,
31,46,796.875,118122.1,-51238.75,1,128756.6,-23.45012,-5.67E-10,0.0119923,5,,
32,47,627.7902,123599.7,-56681,1,135976.6,-24.63549,2.25E-10,0.0118781,5,,
33,49,505.5147,128833.8,-62719.26,1,143289.4,-25.95788,1.66E-09,0.0117872,5,,
34,50,397.9953,135066,-70804.02,1,152499.3,-27.66433,3.52E-11,0.0120755,5,,
35,51,315.5048,142046.2,-80533.83,1,163287.5,-29.55129,-2.70E-10,0.0120724,5,,
36,53,252.4038,149343.1,-91892.82,1,175350.1,-31.60454,2.58E-10,0.0120675,5,,
37,54,198.6229,158339.9,-106013.2,1,190552.6,-33.80346,2.56E-10,0.0120711,5,,
38,55,158.3615,168407.9,-122044.9,1,207981.1,-35.93077,3.57E-10,0.0120667,5,,
39,57,125.558,180634.5,-141897.7,1,229703.6,-38.15146,-1.51E-10,0.0120731,5,,
40,58,100.4464,194011.3,-163854.8,1,253946.4,-40.1832,1.16E-10,0.0120708,5,,
41,60,79.00281,210386.3,-190095,1,283546.3,-42.09945,-5.42E-11,0.0120706,5,,
42,62,63.3446,215400.4,-228814,1,314250.2,-46.7296,2.34E-10,0.0120651,5,,
43,63,49.86702,258268.7,-254489.5,1,362584.6,-44.57772,-1.95E-11,0.0120657,5,,
44,65,39.72458,285782.3,-293828.8,1,409886.4,-45.79536,2.00E-10,0.0120614,5,,
45,66,31.6723,315015.1,-343900.5,1,466371.2,-47.51011,-2.14E-10,0.0120622,5,,
46,68,24.93351,351659.8,-392216.4,1,526781.1,-48.12072,-1.58E-11,0.01206,5,,
47,69,19.86229,392817.4,-451216.6,1,598249,-48.95802,-7.26E-11,0.0120636,5,,
48,70,15.83615,412288.4,-508996.2,1,655025.8,-50.99243,-4.87E-10,0.012058,6,,
49,72,12.40079,496515.9,-626218.3,1,799173,-51.58981,1.21E-09,0.0120669,6,,
50,73,9.93114,559358.3,-685291.1,1,884593.4,-50.77748,4.83E-10,0.0120606,6,,
51,75,7.944915,612092.5,-781202.7,1,992439,-51.92038,4.56E-10,0.0120629,5,,
52,77,6.317385,711497.1,-905680.2,1,1151731,-51.84703,1.22E-10,0.0120514,4,,
53,79,5.008013,805889.8,-1049661,1,1323347,-52.48431,-5.08E-11,0.0120534,4,,
54,82,3.945707,924110.6,-1210354,1,1522806,-52.63811,1.03E-10,0.0120695,4,,
55,84,3.158693,1052164,-1389159,1,1742645,-52.85932,1.46E-11,0.012062,4,,
56,87,2.504006,1201976,-1598185,1,1999735,-53.05361,6.48E-11,0.0120487,4,,
57,90,1.998082,1366733,-1832142,1,2285762,-53.27797,-1.72E-11,0.0120548,4,,
58,93,1.584686,1567284,-2101579,1,2621643,-53.28571,4.56E-11,0.0121061,4,,
59,97,1.266892,1781521,-2411431,1,2998136,-53.54369,4.06E-12,0.0120308,4,,
60,101,0.999041,2048531,-2777673,1,3451368,-53.59127,8.62E-11,0.0120993,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E21
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,3,1000078,1945.168,-2849.607,1,3450.208,-55.68219,-1.51E-06,0.0120922,8,,
1,4,794390.6,2197.626,-3219.408,1,3897.967,-55.68184,3.08E-06,0.0108252,8,,
2,6,630984.4,2423.333,-3683.391,1,4409.071,-56.65876,2.04E-07,0.0108957,8,,
3,8,501234.4,2654.654,-4240.543,1,5002.938,-57.95271,6.09E-06,0.0098978,8,,
4,9,398109.4,2929.99,-4976.856,1,5775.287,-59.5137,-1.03E-06,0.0113112,8,,
5,11,316265.6,3266.436,-5986.897,1,6820.01,-61.38323,1.88E-06,0.010448,8,,
6,12,251203.1,3649.314,-7122.224,1,8002.722,-62.87012,-1.65E-06,0.0111845,8,,
7,14,199546.9,3984.568,-8730.569,1,9596.85,-65.46839,4.01E-06,0.0101814,8,,
8,16,158578.1,4795.776,-10449.13,1,11497.12,-65.34657,-3.68E-06,0.0116793,8,,
9,18,125953.1,5929.913,-12648.97,1,13969.98,-64.88253,-1.43E-06,0.0137972,7,,
10,19,100078.1,7312.379,-15193.82,1,16861.88,-64.29973,-4.41E-08,0.0109298,7,,
11,20,79453.13,9154.155,-18170.59,1,20346.22,-63.2615,-7.32E-09,0.0108074,7,,
12,22,63140.62,11646.15,-21466.34,1,24422.05,-61.51881,-3.71E-08,0.0108753,7,,
13,23,50203.12,14960.26,-24870.26,1,29023.08,-58.97174,-5.34E-08,0.0109049,7,,
14,24,39890.62,19119.87,-28372.86,1,34213.86,-56.02481,8.56E-08,0.0108384,7,,
15,26,31640.63,24100.06,-31611.98,1,39750.85,-52.67915,-8.04E-08,0.0109867,7,,
16,27,25171.88,29860.7,-34406.91,1,45557.62,-49.0463,-4.91E-08,0.0108994,7,,
17,28,20015.62,36165.1,-36771.48,1,51575.73,-45.47634,-9.41E-09,0.0109205,7,,
18,30,15890.62,43286.42,-38098.71,1,57664.78,-41.35275,-3.39E-08,0.0108704,7,,
19,31,12609.37,50309.04,-38842.91,1,63559.19,-37.67123,1.81E-08,0.0105788,6,,
20,33,10078.13,56775.73,-39202.66,1,68995.16,-34.62441,-3.70E-09,0.0107185,6,,
21,34,8015.625,63119.49,-39036.04,1,74215.11,-31.73458,5.80E-09,0.0108323,6,,
22,35,6328.125,69428.73,-38553.98,1,79415.1,-29.04355,-1.28E-08,0.0109281,6,,
23,37,5015.625,75213.36,-38078,1,84302.93,-26.85156,5.70E-09,0.0108664,6,,
24,38,3984.375,80417.59,-37523.31,1,88741.13,-25.01403,-2.13E-09,0.0108024,6,,
25,40,3170.956,85330.33,-37347.56,1,93145.62,-23.63814,-9.25E-09,0.0109639,6,,
26,41,2527.573,89818.93,-37251.01,1,97237.2,-22.52547,-1.01E-08,0.010949,6,,
27,42,1976.103,94380.08,-37824.79,1,101677.5,-21.83948,2.04E-08,0.0104461,6,,
28,44,1577.524,98709.9,-38878.04,1,106090.3,-21.49757,6.59E-09,0.0108123,6,,
29,45,1265.625,103418.1,-38802.67,1,110457.9,-20.56618,-4.44E-10,0.0107914,5,,
30,46,998.264,107451.5,-41663.27,1,115246.1,-21.19332,-1.12E-09,0.0110093,5,,
31,48,796.875,111492.3,-45263.34,1,120330,-22.09603,-3.72E-10,0.0107362,5,,
32,49,627.7902,116109.3,-49888.58,1,126373.4,-23.2517,-6.17E-10,0.0107358,5,,
33,50,505.5147,120685.7,-55165,1,132696,-24.56497,1.80E-09,0.01054,5,,
34,52,397.9953,125787.8,-62385.33,1,140408.4,-26.37943,3.16E-10,0.0108192,5,,
35,53,315.5048,131434.1,-70947.18,1,149360.1,-28.35985,6.99E-11,0.0108108,5,,
36,54,252.4038,137591.4,-81153.89,1,159741.5,-30.53288,-3.96E-10,0.0108063,5,,
37,56,198.6229,144896.2,-94381.15,1,172924,-33.07904,1.34E-10,0.0108154,5,,
38,57,158.3615,153759,-109629.8,1,188840,-35.48878,-6.04E-12,0.0108109,5,,
39,59,125.558,163682.8,-127962.3,1,207765.2,-38.01723,-4.99E-11,0.0108164,5,,
40,60,100.4464,175777.6,-149017.4,1,230442.9,-40.28997,7.21E-11,0.010808,5,,
41,61,79.00281,190920.1,-176305,1,259872.9,-42.7209,4.03E-10,0.0108083,5,,
42,63,63.3446,208408.5,-186526.2,1,279689.4,-41.82864,4.56E-10,0.0108089,5,,
43,64,49.86702,233794,-235604.4,1,331917.3,-45.22099,4.74E-12,0.0108007,5,,
44,66,39.72458,259495,-275593.8,1,378536.1,-46.7233,2.37E-10,0.0108128,5,,
45,67,31.6723,284071.5,-312277.1,1,422153.5,-47.70792,4.18E-10,0.010807,5,,
46,69,24.93351,324840.2,-362503.7,1,486754.6,-48.13643,1.64E-10,0.0108042,5,,
47,70,19.86229,367647.8,-414408.3,1,553984.8,-48.42174,4.52E-11,0.0108128,5,,
48,72,15.83615,410763.7,-487129,1,637198.1,-49.86128,6.80E-10,0.0108067,5,,
49,73,12.40079,443803.2,-546670.1,1,704137.4,-50.92927,2.72E-11,0.0108052,6,,
50,75,9.93114,516793.7,-625563.3,1,811421.7,-50.43903,5.46E-10,0.010798,6,,
51,76,7.944915,564079.4,-707102,1,904532.4,-51.41944,2.33E-10,0.0108072,6,,
52,78,6.317385,652192.8,-821164.1,1,1048650,-51.54236,6.12E-11,0.0108226,5,,
53,81,5.008013,738588.6,-948976.8,1,1202527,-52.10638,1.60E-10,0.0108174,4,,
54,83,3.945707,841367.6,-1101300,1,1385915,-52.62101,5.27E-11,0.0108053,4,,
55,86,3.158693,958881,-1263321,1,1586012,-52.80091,7.82E-11,0.0108218,4,,
56,89,2.504006,1097300,-1459048,1,1825620,-53.05442,5.02E-11,0.0107972,4,,
57,92,1.998082,1253580,-1674134,1,2091455,-53.17438,2.27E-13,0.0108077,4,,
58,95,1.584686,1445565,-1920973,1,2404121,-53.03791,7.26E-11,0.0108534,4,,
59,99,1.266892,1649266,-2200048,1,2749598,-53.14294,1.03E-11,0.0108053,4,,
60,103,0.999041,1905098,-2534189,1,3170412,-53.06567,1.22E-10,0.0108384,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E22
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1916.452,-2751.712,1,3353.313,-55.14441,-5.04E-06,0.0100787,8,,
1,3,794390.6,2144.814,-3103.058,1,3772.161,-55.34801,1.74E-06,0.0088408,8,,
2,4,630984.4,2367.482,-3551.359,1,4268.152,-56.31094,-7.24E-07,0.0087967,8,,
3,6,501234.4,2597.825,-4107.504,1,4860.071,-57.68836,-1.04E-06,0.0089488,8,,
4,7,398109.4,2840.048,-4809.512,1,5585.452,-59.43788,-7.93E-07,0.0086495,8,,
5,8,316265.6,3098.541,-5792.606,1,6569.265,-61.85709,-2.65E-07,0.0085867,8,,
6,10,251203.1,3429.491,-6962.861,1,7761.627,-63.77789,-1.18E-07,0.0085036,8,,
7,12,199546.9,3876.515,-8367.568,1,9221.907,-65.14272,-3.67E-08,0.008437,8,,
8,13,158578.1,4574.741,-10197.04,1,11176.22,-65.83736,-1.36E-07,0.0084378,8,,
9,15,125953.1,5604.754,-12336.72,1,13550.2,-65.56699,5.45E-07,0.0074767,7,,
10,16,100078.1,6830.358,-14906.11,1,16396.52,-65.38155,-4.22E-08,0.0084097,7,,
11,17,79453.13,8535.653,-17934.54,1,19862.15,-64.54865,1.42E-08,0.0084921,7,,
12,19,63140.62,10935.21,-21277.8,1,23923.29,-62.8002,1.35E-08,0.0083286,7,,
13,20,50203.12,14058.65,-24911.45,1,28604.65,-60.56202,5.22E-09,0.0084241,7,,
14,21,39890.62,17925.15,-28753.11,1,33882.92,-58.05992,1.31E-07,0.00822,7,,
15,23,31640.63,23094.19,-32274.75,1,39686.28,-54.41439,5.70E-09,0.0084148,7,,
16,24,25171.88,28912.9,-35355.86,1,45672.67,-50.72479,4.59E-08,0.0082488,7,,
17,26,20015.62,35454.2,-38205.7,1,52121.74,-47.13924,5.40E-09,0.0084162,7,,
18,27,15890.62,42967.14,-39954.54,1,58673.16,-42.91933,5.49E-09,0.0084112,7,,
19,29,12609.37,50451.89,-40660.32,1,64797.03,-38.86613,8.94E-09,0.0081243,6,,
20,30,10078.13,57437.6,-40766.52,1,70434.27,-35.36535,-3.68E-09,0.0083199,6,,
21,32,8015.625,64334.21,-41066.29,1,76323.85,-32.5512,-3.99E-09,0.0083161,6,,
22,33,6328.125,71070.19,-40572.75,1,81835.93,-29.7213,-9.99E-09,0.0084452,6,,
23,34,5015.625,77347.25,-39827.89,1,86999.19,-27.24499,-6.44E-09,0.0084741,6,,
24,36,3984.375,82996.4,-38960.02,1,91685.8,-25.14621,-1.20E-08,0.008421,6,,
25,37,3170.956,88345.37,-38129.7,1,96222.5,-23.34494,3.52E-09,0.0081359,6,,
26,39,2527.573,93040.61,-37867.93,1,100451.7,-22.14653,-3.50E-09,0.0082493,6,,
27,40,1976.103,97813.5,-37807.09,1,104865.9,-21.13262,8.21E-09,0.0081223,6,,
28,41,1577.524,102227.4,-38184.41,1,109126,-20.48188,-3.97E-09,0.0083162,6,,
29,43,1265.625,107169.5,-37595.77,1,113572.7,-19.3312,1.20E-11,0.0081547,5,,
30,44,998.264,111118.3,-39597.58,1,117962.9,-19.61379,1.24E-09,0.008374,5,,
31,46,796.875,115300.2,-42218.21,1,122786.5,-20.11066,-6.79E-10,0.0083139,5,,
32,47,627.7902,119584.9,-45828.05,1,128065.5,-20.96813,3.68E-10,0.0083672,5,,
33,48,505.5147,123870.3,-50065.98,1,133605.5,-22.00761,-7.65E-11,0.0082305,5,,
34,50,397.9953,128884.2,-55982.57,1,140517.6,-23.47835,-2.36E-10,0.0083357,5,,
35,51,315.5048,133859.9,-62961.15,1,147927.6,-25.19,-9.21E-11,0.0083352,5,,
36,52,252.4038,139434.8,-71213.56,1,156567.7,-27.05477,-4.36E-10,0.0083341,5,,
37,54,198.6229,146298.3,-82059.01,1,167740.5,-29.28815,2.92E-11,0.0083348,5,,
38,55,158.3615,153861.2,-94374.26,1,180498.6,-31.52382,-7.89E-11,0.0083297,5,,
39,56,125.558,162412.1,-109367.2,1,195803.2,-33.95604,4.88E-11,0.0083416,5,,
40,58,100.4464,172343.5,-126600.7,1,213845.7,-36.3004,1.56E-10,0.0083375,5,,
41,59,79.00281,184270.5,-147155.2,1,235818.3,-38.61025,-1.01E-10,0.008335,5,,
42,61,63.3446,206312.4,-181305.9,1,274657.3,-41.30878,-2.64E-10,0.008341,5,,
43,62,49.86702,214290.3,-201078.1,1,293858.3,-43.17812,-1.43E-11,0.0083347,5,,
44,64,39.72458,233697.5,-230592,1,328309.6,-44.61676,-1.93E-11,0.0083379,5,,
45,65,31.6723,257732.2,-271120.9,1,374075.4,-46.45023,-1.72E-10,0.0083347,5,,
46,67,24.93351,281342.3,-316903.9,1,423770.6,-48.40184,7.93E-11,0.0083322,5,,
47,68,19.86229,306925.4,-367401.6,1,478734.9,-50.12479,1.88E-10,0.0083332,5,,
48,69,15.83615,353203.2,-415369.5,1,545237.9,-49.62433,-1.05E-09,0.0083374,5,,
49,71,12.40079,374287.4,-497613.9,1,622664.2,-53.05082,9.19E-10,0.008334,5,,
50,72,9.93114,430104.1,-597339.8,1,736073.6,-54.24488,8.60E-10,0.0083381,6,,
51,74,7.944915,481061.7,-708044,1,856006.3,-55.80689,2.88E-10,0.0083339,6,,
52,76,6.317385,558248.1,-814428.8,1,987388,-55.57141,6.56E-10,0.0083326,6,,
53,78,5.008013,643675.6,-954405,1,1151176,-56.00324,1.72E-10,0.0083445,4,,
54,81,3.945707,752313.7,-1115264,1,1345285,-55.99794,7.07E-12,0.0083279,4,,
55,83,3.158693,869941.8,-1288461,1,1554648,-55.9736,1.29E-10,0.0083543,4,,
56,87,2.504006,1016542,-1492004,1,1805391,-55.73235,-1.37E-11,0.0083435,4,,
57,89,1.998082,1178993,-1711611,1,2078373,-55.44014,6.62E-11,0.0082895,4,,
58,93,1.584686,1369664,-1970079,1,2399415,-55.19168,3.11E-11,0.0083428,4,,
59,96,1.266892,1587120,-2251304,1,2754509,-54.81699,5.01E-11,0.0082896,4,,
60,100,0.999041,1848038,-2583775,1,3176656,-54.42586,6.19E-11,0.0083742,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E23
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1956.264,-2242.899,1,2976.166,-48.90495,-2.53E-06,0.0394511,8,,
1,4,794390.6,2160.842,-2476.88,1,3286.97,-48.8984,5.83E-08,0.03888,8,,
2,5,630984.4,2356.262,-2727.918,1,3604.651,-49.18092,6.69E-06,0.0373369,8,,
3,7,501234.4,2540.894,-3128.081,1,4030.016,-50.91356,1.49E-06,0.03782,8,,
4,8,398109.4,2738.221,-3636.436,1,4552.09,-53.02041,-1.34E-06,0.0387478,8,,
5,9,316265.6,2955.338,-4262.652,1,5186.928,-55.26606,-1.83E-06,0.0385838,8,,
6,11,251203.1,3219.292,-5120.685,1,6048.575,-57.84308,2.24E-06,0.0379721,8,,
7,13,199546.9,3573.923,-6169.873,1,7130.236,-59.91826,-1.18E-06,0.0386804,8,,
8,15,158578.1,4084.44,-7461.612,1,8506.368,-61.30397,-9.94E-07,0.0386416,8,,
9,16,125953.1,4859.295,-9031.271,1,10255.56,-61.71743,1.28E-06,0.0361665,7,,
10,18,100078.1,5856.36,-10861.83,1,12340.03,-61.66784,-4.41E-08,0.0383786,7,,
11,19,79453.13,7257.767,-12978.92,1,14870.36,-60.78623,-5.04E-08,0.0383654,7,,
12,20,63140.62,9101.461,-15293.4,1,17796.76,-59.24214,-4.24E-08,0.0383623,7,,
13,22,50203.12,11530.11,-17723.93,1,21144.29,-56.95441,-2.83E-08,0.0384599,7,,
14,23,39890.62,14824.93,-19994.87,1,24891.23,-53.4454,4.90E-08,0.0381744,7,,
15,25,31640.63,18365.31,-22244.1,1,28845.87,-50.45603,-3.09E-08,0.0384651,7,,
16,26,25171.88,22578.3,-23898.09,1,32877.02,-46.62659,-4.19E-08,0.0383561,7,,
17,28,20015.62,27164.85,-25022.64,1,36933.21,-42.64942,2.20E-08,0.0382365,7,,
18,29,15890.62,32161.39,-25517.58,1,41054.86,-38.42929,-7.53E-08,0.0384455,7,,
19,30,12609.37,36893.76,-25279.41,1,44723.57,-34.41874,-1.29E-08,0.038392,6,,
20,32,10078.13,41192.48,-24908.63,1,48137.94,-31.16088,-5.25E-09,0.0383802,6,,
21,33,8015.625,44999.73,-24188.72,1,51088.84,-28.25938,-8.70E-09,0.0384117,6,,
22,34,6328.125,48659.12,-23429.59,1,54006.07,-25.71103,1.90E-08,0.0379284,6,,
23,36,5015.625,51765.46,-22653.13,1,56505.11,-23.63471,-2.89E-09,0.0382871,6,,
24,37,3984.375,54708,-22170.42,1,59029.59,-22.06026,-2.93E-09,0.0382396,6,,
25,38,3170.956,57582.7,-22452.77,1,61805.29,-21.30191,8.27E-08,0.0382904,7,,
26,40,2527.573,59800.66,-22140.8,1,63767.82,-20.31674,-1.65E-09,0.0384011,6,,
27,42,1976.103,62243.42,-22625.91,1,66228.2,-19.97655,-3.59E-08,0.0383262,7,,
28,43,1577.524,64736.86,-23639.91,1,68918.12,-20.06064,8.29E-09,0.0382748,6,,
29,45,1265.625,66721.72,-24714,1,71151.73,-20.32484,-6.27E-09,0.038309,6,,
30,46,998.264,69486.23,-26740.45,1,74453.94,-21.04827,1.70E-08,0.0380506,6,,
31,48,796.875,72136.08,-29141.18,1,77799.88,-21.99748,-2.56E-09,0.0382344,6,,
32,49,627.7902,74783.24,-32465.14,1,81526.18,-23.46678,-9.76E-09,0.0384028,6,,
33,50,505.5147,77194.02,-36167.84,1,85246.88,-25.10458,4.91E-09,0.0383408,6,,
34,52,397.9953,80798.03,-40944.73,1,90580.31,-26.8738,8.14E-10,0.0382838,6,,
35,53,315.5048,84500.21,-46439.66,1,96420.6,-28.79233,-3.00E-10,0.0382873,5,,
36,54,252.4038,87878.92,-53230,1,102743.1,-31.20412,3.42E-10,0.0382831,5,,
37,56,198.6229,91986.8,-62107.26,1,110990.5,-34.02627,-5.71E-11,0.0382865,5,,
38,57,158.3615,96614.2,-72455.75,1,120764.8,-36.86804,-2.58E-10,0.0382814,5,,
39,59,125.558,101724.5,-85197.88,1,132689.7,-39.94738,-1.20E-10,0.0382795,5,,
40,60,100.4464,107607.2,-99388.8,1,146483.6,-42.72638,-4.98E-12,0.0382858,5,,
41,61,79.00281,115155.1,-118326.6,1,165111.8,-45.77824,1.06E-10,0.0382759,5,,
42,63,63.3446,127359.1,-146846.8,1,194381.8,-49.06516,4.31E-10,0.0382731,5,,
43,64,49.86702,132525,-171731,1,216920.3,-52.34258,-4.04E-11,0.0382775,5,,
44,66,39.72458,145945.6,-204703.3,1,251403.2,-54.51258,-6.38E-11,0.0382802,5,,
45,67,31.6723,158223,-245134.5,1,291762.7,-57.15963,-7.93E-11,0.0382791,5,,
46,69,24.93351,179066.6,-296185.5,1,346107.9,-58.84386,7.68E-11,0.0382776,5,,
47,70,19.86229,204617.3,-353183.8,1,408175.3,-59.91412,1.67E-10,0.0382758,5,,
48,71,15.83615,239941.5,-408835.8,1,474045,-59.59177,-9.99E-10,0.038282,5,,
49,73,12.40079,275604.9,-523237.4,1,591384.4,-62.22288,-5.61E-10,0.0382799,5,,
50,74,9.93114,318563.5,-597482.9,1,677103,-61.93453,7.04E-10,0.0382734,6,,
51,76,7.944915,379294.4,-706385.5,1,801775.9,-61.76638,4.61E-10,0.0382821,6,,
52,78,6.317385,448990.3,-829129.9,1,942893.8,-61.56358,6.25E-10,0.0382716,6,,
53,80,5.008013,537070.6,-974430,1,1112636,-61.13804,1.06E-10,0.0382874,5,,
54,83,3.945707,645230.4,-1144019,1,1313431,-60.57685,-5.57E-11,0.0382748,4,,
55,86,3.158693,762362.3,-1319932,1,1524276,-59.99026,5.62E-11,0.0382796,4,,
56,89,2.504006,905088.3,-1530541,1,1778128,-59.40196,1.11E-11,0.0382867,4,,
57,92,1.998082,1061634,-1762711,1,2057722,-58.94056,8.51E-11,0.0382753,4,,
58,95,1.584686,1256383,-2032283,1,2389283,-58.27512,2.12E-11,0.0382345,4,,
59,99,1.266892,1463016,-2336477,1,2756726,-57.94671,5.92E-11,0.0383026,4,,
